2014-11-03	102110	0	0	0	0	98	98	1848	0	10	5	0	0	0
2014-11-03	107857	0	0	0	0	118	118	1848	0	12	7	0	0	0
2014-11-03	133136	0	0	0	0	98	98	1848	0	8	3	0	0	0
2014-11-03	201509	0	0	0	0	126	126	1848	0	0	0	0	0	0
2014-11-03	226601	0	0	0	0	78	78	1848	0	6	1	0	0	0
2014-11-03	247337	0	0	0	0	128	128	1848	0	13	8	0	0	0
2014-11-03	247825	0	0	4	0	99	99	1848	0	7	2	0	0	0
2014-11-03	251961	0	0	0	0	88	88	1848	0	10	5	0	0	0
2014-11-03	257577	0	0	0	0	88	88	1848	0	8	3	0	0	0
2014-11-03	264602	0	0	1	0	98	98	1848	0	8	3	0	0	0
2014-11-03	266953	0	0	0	0	168	168	1848	0	8	3	0	0	0
2014-11-03	268788	0	0	0	0	129	129	1848	0	6	1	0	0	0
2014-11-03	270244	0	0	0	0	78	78	1848	0	6	1	0	0	0
2014-11-03	270245	0	0	0	0	98	98	1848	0	7	2	0	0	0
2014-11-03	273165	0	0	0	0	88	88	1848	0	7	2	0	0	0
2014-11-03	304104	0	0	0	0	148	148	1848	0	15	10	0	0	0
2014-11-03	305806	0	0	0	0	70	70	1848	0	7	2	0	0	0
2014-11-03	334306	0	0	0	0	128	128	1848	0	9	4	0	0	0
2014-11-03	334313	0	0	0	0	138	138	1848	0	10	5	0	0	0
2014-11-03	338691	0	0	0	0	88	88	1848	0	10	5	0	0	0
2014-11-03	348141	0	0	0	0	138	138	1848	0	14	9	0	0	0
2014-11-03	350314	0	0	0	0	118	118	1848	0	12	7	0	0	0
2014-11-03	353086	0	0	0	0	229	229	1848	0	23	18	0	0	0
2014-11-03	353365	0	0	0	0	89	89	1848	0	8	3	0	0	0
2014-11-03	354164	0	0	0	0	99	99	1848	0	1	-4	0	0	0
2014-11-03	354792	0	0	0	0	80	80	1848	0	6	1	0	0	0
2014-11-03	359088	0	0	0	0	179	179	1848	0	14	9	0	0	0
2014-11-03	360230	0	0	0	0	98	98	1848	0	0	0	0	0	0
2014-11-03	364308	0	0	0	0	99	138	1848	0	7	2	0	0	0
2014-11-03	364692	0	0	0	0	68	68	1848	0	6.8	1.8	0	0	0
2014-11-03	366805	0	0	0	0	119	119	1848	0	11	6	0	0	0
2014-11-03	367570	0	0	0	0	268	268	1848	0	13.4	8.4	0	0	0
2014-11-03	367618	0	0	0	0	298	298	1848	0	14.9	9.9	0	0	0
2014-11-03	367695	0	0	0	0	480	480	1848	0	24	19	0	0	0
2014-11-03	368228	0	0	0	0	118	118	1848	0	12	7	0	0	0
2014-11-03	369067	0	0	0	0	99	99	1848	0	0	-5	0	0	0
2014-11-03	369279	0	0	0	0	148	148	1848	0	8	3	0	0	0
2014-11-03	369287	0	0	0	0	168	168	1848	0	8	3	0	0	0
2014-11-03	370298	0	0	0	0	128	128	1848	0	13	8	0	0	0
2014-11-03	371853	0	0	0	0	138	138	1848	0	13	8	0	0	0
2014-11-03	373041	0	0	0	0	88	88	1848	0	7	2	0	0	0
2014-11-03	373360	0	0	0	0	118	118	1848	0	9	4	0	0	0
